	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
1568	Is it not sad that entertainers are no longer like this?	isnt it sad that entertainers arent like this anymore.	I'm not sure if everyone does, but I definitely do.	I don't know if everyone does, but I sure do!	1	QQ_f-2828-i-2828_f-876-i-876--0	5	formality
1030	I was so impressed that I asked others for their impressions. So, what was your impression?	It was good enough for me to ask others what they think, so...What'd you think of it?	i play guitar and some piano .....yet i cant read a note of music....lol	I can not read music, but I can play guitar and piano.	2	QQ_f-2072-i-2072_i-3433-f-3433--1	4	formality
2079	go to their websites, and apply there.	You apply on their websites.	Hey that would be a good cartoon for Gary Larson...two pigs laying in bed watching Deliverance.	Two pigs lying in bed watching 'Deliverance' would be a good cartoon for Gary Larson.	1	QQ_i-2790-f-2790_i-675-f-675--0	3	formality
1064	It is hard to be a musician and not get paid.	but unfortunately evryone does it, sucks to be a musician and not get paid.	'Spock's Beard,' is not played on the radio.	Not played on the radio - Spock's Beard.	1	QQ_f-2641-i-2641_f-1399-i-1399--0	4	formality
2053	I love men who are somewhat tall, have a dark complexion and are attractive.	i love those tall-ish dark and handsome guys!	lol i know what they're called, udders!	I'm aware of the term, udders!	2	QQ_f-2360-i-2360_i-778-f-778--1	5	formality
1512	However I still smile when I hear them.	I still grin when I hear them though.	they didnt do anything with it though, maybe its a future storyline.	Perhaps it is a future story line as they did not make use of it.	2	QQ_f-1983-i-1983_i-984-f-984--1	5	formality
457	Yes, but if you earn enough points you can request more.	definently, but if you get enough points you can ask more.	I get goosebumps when I hear the song Patience by G-N-R.	patience by g-n-r it gives me goose bumps when i hear it	1	QQ_f-142-i-142_f-2969-i-2969--0	5	formality
1011	Ed Masry: Da*n right it is.	It is correct.	Sometimes I lay out and night and get moon-burn...ouch	Sometimes I lay outside at night and get burned by the moon. It hurts.	1	QQ_i-1692-f-1692_i-2892-f-2892--0	3	formality
1091	My favorite pornography movie of all time is 'Behind the Green Door.'	Behind The Green Door, that's the best porno movie I ever saw.	so the third girl goes 'have you ever been f ucked?'	And then the third young woman asked, 'Have you ever had sex?'	2	QQ_f-3133-i-3133_i-1892-f-1892--1	4	formality
2095	I will miss the sisters very much.	I'll miss the sisters so much!	Kareena Kapoor is not attractive but is still desirable.	kareena kapoor.shes not pretty but sexy	1	QQ_f-3120-i-3120_f-3401-i-3401--0	5	formality
468	I think I have a grasp of what is going on.	.....        Yeah I think I got it.	The blonde insulted the other blond by mentioning how stupid she was on the highway.	and the blonde on the highway says,  it's blondes like you that make blondes like me  look so stupid.	1	QQ_f-449-i-449_f-883-i-883--0	5	formality
2111	Though I'm not a great fan, I do watch it.  I particularly like 2 C Jubilee.	im not a great fan but i do watch it.. i like 2 c jubilee..	I enjoy original Nintendo, especially Super Mario Brothers.	monopoly, i love old style nintendo, mario bros and softball lol.	1	QQ_f-3399-i-3399_f-846-i-846--0	5	formality
1907	Depends on your taste in music and what you really like.	That depends on your taste in music.	Naturally, she is unintelligent, her husband does not care for her, and she is too weak.	of course she's dumb, her husband doesn't even love her, she's too weak.	2	QQ_i-178-f-178_f-69-i-69--1	3	formality
1998	i hope it wasn't meant to be serious.	I hope it wasn't truly serious.	(Don't even mention burning to cds.	Do not even mention burning to Compact Discs.	1	QQ_i-1508-f-1508_i-3259-f-3259--0	3	formality
947	go to limewire.com and down load it	Download it at Limewire.com.	This happened because Aspirin has cornered the market.	because asprin has cornered the market	2	QQ_i-432-f-432_f-2526-i-2526--1	5	formality
1563	I will sue you.	if you say something stupid i will sue.	Especially after the way she treated his mother!!	I don't like her, especially after the way she treated his mother.	2	QQ_f-2746-i-2746_i-3072-f-3072--1	3	formality
1071	I was having too much fun.	I was enjoying myself too much.	Ill give 10 points to the funniest idea...	I will award ten points to the person with the funniest idea.	1	QQ_i-2772-f-2772_i-2619-f-2619--0	5	formality
1959	nicole kidman is prettier & more sophisticated than katie, & has way more versatility as an actress.	Nicole Kidman is more attractive, sophisticated and talented than Kaite.	Lynn, because she is the funniest.	Lynn, as she is the most comedic.	1	QQ_i-979-f-979_i-1023-f-1023--0	4	formality
994	It does not matter what other people think of you.	Who cares what people think about you.	Rebuke them. Help them become more faithful.	rebuke them in the name of JESUS!!	1	QQ_f-1433-i-1433_f-2623-i-2623--0	5	formality
1973	I am totally with you on this one!	I agree with you.	Open your windows and get some fresh air.	r fr that matter open ur windows to some fresh air!!	2	QQ_i-1111-f-1111_f-2984-i-2984--1	4	formality
1516	I cannot answer that question because I seldom watch that program.	I dont know i dont really watch that show that much	Yeah we can tell, just look at your cartoon avator!!	Yes, we can tell, you look like your avatar.	2	QQ_f-2035-i-2035_i-1767-f-1767--1	4	formality
1603	Go finish your day(s) at the beach!	I suggest you go finish your day at the beach.	I don't know, Thunder Struck is full of guitar riffs, but I enjoy it.	I don't know.....Thunder Struck by ACDC is ONE BIG riff and  I think its kinda cool!	2	QQ_i-3387-f-3387_f-2829-i-2829--1	4	formality
587	I vied it and enjoyed it.	I watched it .. it's nice	Ever wonder why men think a lot and women talk a lot??	Have you ever considered why men tend to think a lot, but women tend to talk a lot?	2	QQ_f-2909-i-2909_i-985-f-985--1	3	formality
1927	i just wanted to tell you that i love superman!	I am very fond of Superman.	Go away, as I want him for myself.	F-U I WANT HIM TO MYSELF!	2	QQ_i-535-f-535_f-2951-i-2951--1	4	formality
226	The Beatles and The Rolling Stones are both very good.	beatles and rolling stones are both great.	Perhaps because of the size of their bellies?	coz they have a huge belly?	1	QQ_f-1770-i-1770_f-3268-i-3268--0	5	formality
481	i used to watch it until about season 4 just got to boring.	I watched the show up until season four, after that I was no longer interested.	A great deal...Any selection from Melanie C, Madonna's 'Hang Up,' 'Don't Cha' from the Black Eyed Peas, 'Faraway - Gala,' by the Pussycat Dolls.	A lot... Anyting of Melanie C Hang up-Madonna My humps-The Black Eyed Peas Don't cha-The pussycat dolls Faraway-Gala	2	QQ_i-656-f-656_f-3380-i-3380--1	5	formality
2048	I am glad that it won the award for best picture.	I'm so glad it won best picture.	say ur pregnant and say not from u from some1 else	Tell him you are pregnant with someone else's child.	2	QQ_f-2241-i-2241_i-62-f-62--1	4	formality
1561	yeah i still watch it on tbs in the mornings	Yes, I continue to watch it in the mornings aired by TBS.	I enjoy listening to the Goo Goo Dolls and Relient K.	Goo Goo Dolls and Relient K are awesome!	2	QQ_i-2716-f-2716_f-676-i-676--1	5	formality
224	Have someone preform oral sex on you.	have some one give u head	Simply enjoy yourself, but be certain he is able to, as well.	Just have fun, but make sure he can too.	1	QQ_f-1754-i-1754_f-2840-i-2840--0	5	formality
982	Urban Cowboy...I haven't seen this movie in ages...you made me want to go pick it up	You made me interested in picking up a copy of the movie Urban Cowboy, which I haven't seen in many years.	This is a strange question and answer, but I still do not understand you.	This is a strange Q&A, but I still don't know what u R talking about.	2	QQ_i-1140-f-1140_f-1919-i-1919--1	3	formality
965	I am a Scorpio.	no bee-otch i am a scorpio	I miss palmer and edgar and michelle...	I miss Palmer, Edgar, and Michelle.	2	QQ_f-722-i-722_i-2410-f-2410--1	5	formality
1970	It is on their greatest hits albumn.	Its on their greatest hits this is it -the best of FNM	My choice would be Will Farrell.	I would have to say Will Farrell!	1	QQ_f-1082-i-1082_f-339-i-339--0	5	formality
2093	i'm a taurus but gracias 4 da point!.........hoobla!	I am a taurus, but thank you for the compliment.	just a dum funny question hahahaha	That is a stupid and silly question.	1	QQ_i-3036-f-3036_i-768-f-768--0	4	formality
273	Just tune it up, because it easier.	It is easier to tune it up.	I just have one good friend.	I only have one great friend.	1	QQ_i-2986-f-2986_i-1093-f-1093--0	4	formality
1436	the song is fairly new sounds very old school	The song may sound very old school but it was recently made.	I apologize, I do not think that you can.	i don't think you can... sorry	2	QQ_i-683-f-683_f-1747-i-1747--1	5	formality
2050	I met the actor who portrayed Bear Bryant in 'Forrest Gump.'	I met the guy who played Bear Bryant in Forrest Gump	simpsons every day of the week!!!!	I like to watch The Simpson every day.	2	QQ_f-2270-i-2270_i-2566-f-2566--1	5	formality
243	Hope you don't mind, but I've earned some bragging rights here!	I have earned some bragging rights here, so I hope you do not mind!	Or would that kill the buzz?	Or might it annihilate the inebriation?	1	QQ_i-2229-f-2229_i-1318-f-1318--0	3	formality
1555	Can anybody explain me: did the uncle was the 13th ghost?¡?...or was he still alive?¡?¡?...	Can anyone explain to me if the uncle was the thirteenth ghost or was he still alive?	my favorite english song is kiss from a rose by seal.	My favorite English song is 'Kiss From a Rose' by Seal.	1	QQ_i-2598-f-2598_i-840-f-840--0	4	formality
251	yes its the back door boys am i right	It is the Baskstreet Boys.	It's amazing how much preteen girls love her.	My three preteen girls LOVE her!	2	QQ_i-2446-f-2446_f-2189-i-2189--1	4	formality
2066	Lawn Dogs, the best black comedy I've ever seen and I generally hate black comedies.	I generally do not like African-American comedies, but, Lawn Dogs was the best that I had ever seen!	Yes, of course, because there is still a crease in their forehead.	hells yeah cause there is still a crease in their forhead	2	QQ_i-2541-f-2541_f-2306-i-2306--1	3	formality
1473	I appreciate the offer, but have to decline because I am a Leo.	sorry im a leo but thank you	SHE IS JELOUS OF HILARY DUFF AND I NO IT!	I am certain she is jealous of Hilary Duff.	2	QQ_f-1311-i-1311_i-3257-f-3257--1	5	formality
2002	Music from the rock genre gives me an adequate amount of catharsis.	rock music just makes me feel good.	Jennifer is pretty, but Angie is beautiful.	dont get me wrong i like jennifer, shes cute but angie is hot.	1	QQ_f-1560-i-1560_f-1178-i-1178--0	4	formality
509	?He rapped with 50cent and alot of other people, I can't believe you don't know who he is?!!	I can not believe that you never heard of him, he rapped with 50Cent and a lot of other people.	Carrie Underwood did not need to win.	carrie underwood diddnt need 2 win:)	2	QQ_i-1363-f-1363_f-2858-i-2858--1	4	formality
1440	It is saying that he promises not to leave or betray her.	it is talking about how he won't betray or leave her.	i didn'r think it was good.	I did not consider it to be good quality.	2	QQ_f-767-i-767_i-1788-f-1788--1	5	formality
957	i say the same as every one else	I concur with my colleagues.	im not a great fan but i do watch it.. i like 2 c jubilee..	Though I'm not a great fan, I do watch it.  I particularly like 2 C Jubilee.	1	QQ_i-520-f-520_i-3399-f-3399--0	5	formality
1016	I thought that the entire feature was a terrific.	I thought the whole thing was pretty darn good!	No accent is present while being excessively techno.	has no accent but also is alot more techno.	1	QQ_f-1742-i-1742_f-2379-i-2379--0	4	formality
988	and does the second half get better?	Does it get better in the second half?	no but people do it anyway	No, however people will do this regardless.	1	QQ_i-1286-f-1286_i-2776-f-2776--0	3	formality
